sector,ticker,model,acc,auc
Financial Services,ALL,RF,0.5598885793871866,0.5632028580304443
Industrials,ALLE,LR,0.5016835016835017,0.48738730534559693
Industrials,ALLE,RF,0.45454545454545453,0.4503460522721064
Technology,AMAT,LR,0.4949748743718593,0.5173764691014786
Technology,AMAT,RF,0.46733668341708545,0.46221407809933024
Consumer Cyclical,AMCR,LR,0.48264984227129337,0.48945063694267527
Consumer Cyclical,AMCR,RF,0.45110410094637227,0.46614251592356687
Technology,AMD,LR,0.4988814317673378,0.48946862611620545
Technology,AMD,RF,0.5011185682326622,0.47266047331117605
Industrials,AME,LR,0.5064516129032258,0.48707040373707045
Industrials,AME,RF,0.5032258064516129,0.5028361695028362
Healthcare,AMGN,LR,0.5283018867924528,0.5410074193260034
Healthcare,AMGN,RF,0.5188679245283019,0.5315209618306964
Financial Services,AMP,LR,0.5256064690026954,0.5088555457487496
Financial Services,AMP,RF,0.48247978436657685,0.5131656369520448
Real Estate,AMT,LR,0.48556430446194226,0.46426008721090684
Real Estate,AMT,RF,0.5144356955380578,0.5026494452723962
Consumer Cyclical,AMZN,LR,0.5100671140939598,0.4574664631697325
Consumer Cyclical,AMZN,RF,0.4966442953020134,0.4816852759257771
Technology,ANET,LR,0.5567010309278351,0.4796929442508711
Technology,ANET,RF,0.49226804123711343,0.4913028092334495
Financial Services,AON,LR,0.5233160621761658,0.5183937474733864
