model,Sector,fold,accuracy,auc,f1,precision,recall,mcc,baseline_test,baseline_train,n,accuracy_sd,auc_sd,f1_sd,precision_sd,recall_sd,mcc_sd,baseline_test_sd,baseline_train_sd,n_sd,n_seeds
LogisticRegression,Consumer Defensive,5,0.5026567481402763,0.5123187983829273,0.6353720296065446,0.5006907137375288,0.8691713296029843,0.01091469267790439,0.501461211477152,0.49853878852284805,7528.0,,,,,,,,,,1
RandomForest,Consumer Defensive,5,0.5065090329436769,0.5082502827759867,0.5553560742070617,0.5041286397218601,0.6181721289634958,0.01402065308687139,0.501461211477152,0.49853878852284805,7528.0,,,,,,,,,,1
XGBoost,Consumer Defensive,5,0.5018597236981934,0.5117511641900607,0.5685687988955361,0.5003037052034824,0.6584066080468958,0.004875392061472814,0.501461211477152,0.49853878852284805,7528.0,,,,,,,,,,1
LSTM,Consumer Defensive,5,0.49888416578108397,0.5056499647963748,0.6244167686879522,0.4983995521111013,0.842099653610445,-1.5967931782574775e-05,0.501461211477152,0.498538788522848,7528.0,0.0011829243815565185,0.0037668201193995763,0.03055837157432123,0.0009519265850506755,0.10151399429074069,0.003383919187164723,0.0,0.0,0.0,5
LogisticRegression,Utilities,1,0.5226447544429581,0.5114921312018068,0.5970967741935483,0.5431338028169014,0.6629656160458453,0.026287329372432378,0.5335371679724823,0.5335371679724823,5233.0,,,,,,,,,,1
RandomForest,Utilities,1,0.504299636919549,0.5026842655729661,0.5352920100322465,0.535483870967742,0.5351002865329513,0.004170126249282621,0.5335371679724823,0.5335371679724823,5233.0,,,,,,,,,,1
XGBoost,Utilities,1,0.49436269826103574,0.4917920370602964,0.5183836912995996,0.5270170244263509,0.5100286532951289,-0.013504014480921494,0.5335371679724823,0.5335371679724823,5233.0,,,,,,,,,,1
LSTM,Utilities,1,0.499216510605771,0.49693439968353437,0.36074053147082846,0.591156795940702,0.42399713467048705,0.013511977840434142,0.5335371679724823,0.5335371679724823,5233.0,0.032269485809054234,0.018999840280662986,0.3303078523795178,0.0914509973367069,0.4255119393462258,0.017250036570164287,0.0,0.0,0.0,5
LogisticRegression,Utilities,2,0.5107960038672252,0.5087906512044527,0.6203101550775387,0.5189370161121574,0.7709045694746658,0.0020791973937365218,0.5183693200128907,0.5183693200128907,6206.0,,,,,,,,,,1
RandomForest,Utilities,2,0.515630035449565,0.5170147238662788,0.5791094931391767,0.5268789808917197,0.6428349393845197,0.022340491544313456,0.5183693200128907,0.5183693200128907,6206.0,,,,,,,,,,1
XGBoost,Utilities,2,0.5191749919432807,0.5198719520013961,0.5869324473975637,0.5290741202894934,0.6589990674541498,0.02892004129329922,0.5183693200128907,0.5183693200128907,6206.0,,,,,,,,,,1
LSTM,Utilities,2,0.5184982275217532,0.5164377663701731,0.6095742035671577,0.525831886282663,0.7299968915138327,0.023688454060305734,0.5183693200128907,0.5183693200128907,6206.0,0.004944751990521575,0.009738355149122229,0.02725640834090826,0.004250686281882422,0.08904947550403562,0.010617187362417254,0.0,0.0,0.0,5
LogisticRegression,Utilities,3,0.5056051990251827,0.5028603177868073,0.6205262501558798,0.5054855749695246,0.8033580884727155,0.009260459645233442,0.5031681559707555,0.5031681559707555,6155.0,,,,,,,,,,1
RandomForest,Utilities,3,0.4939073923639318,0.4952104010864751,0.5414397173561019,0.49756493506493504,0.5938004520503714,-0.013739254735387521,0.5031681559707555,0.5031681559707555,6155.0,,,,,,,,,,1
XGBoost,Utilities,3,0.4916328188464663,0.49495598284632925,0.5446077717944986,0.49576046634870163,0.6041330319664191,-0.0186527445086442,0.5031681559707555,0.5031681559707555,6155.0,,,,,,,,,,1
LSTM,Utilities,3,0.4910154346060113,0.4884544485232549,0.5714902044443347,0.49576342175595595,0.6751695188892477,-0.02197168489379404,0.5031681559707555,0.5031681559707555,6155.0,0.0007480659257983216,0.005151754863768642,0.01078422650953615,0.00042824035115310863,0.03062126755226282,0.0025072027363911955,0.0,0.0,0.0,5
LogisticRegression,Utilities,4,0.48515165952040656,0.45544904349827176,0.5952559300873907,0.5114782235571765,0.7118542848611525,-0.06887916430159129,0.5318405589963474,0.5318405589963474,6297.0,,,,,,,,,,1
RandomForest,Utilities,4,0.4997617913292044,0.5002538780080974,0.535535240342082,0.5289833964462569,0.542251418333831,-0.0062689921188713565,0.5318405589963474,0.5318405589963474,6297.0,,,,,,,,,,1
XGBoost,Utilities,4,0.49563284103541366,0.4873468679566958,0.5273809523809524,0.525660041530703,0.5291131681098835,-0.013294727293605854,0.5318405589963474,0.5318405589963474,6297.0,,,,,,,,,,1
LSTM,Utilities,4,0.4973797046212482,0.48066692380276743,0.580621810921466,0.5211273321345677,0.6606748283069572,-0.028952049849974133,0.5318405589963474,0.5318405589963474,6297.0,0.011631913658713694,0.004816725107542836,0.039797302517983434,0.005412499273966242,0.0960222771733615,0.011863446793968049,0.0,0.0,0.0,5
LogisticRegression,Utilities,5,0.526478149100257,0.4771500882644045,0.668982868096322,0.5370263512213888,0.8869123252858958,-0.014206440875866602,0.539502999143102,0.539502999143102,5835.0,,,,,,,,,,1
RandomForest,Utilities,5,0.506426735218509,0.493040991285161,0.5728270542865619,0.5372843628269338,0.613405336721728,-0.005636946214604938,0.539502999143102,0.539502999143102,5835.0,,,,,,,,,,1
XGBoost,Utilities,5,0.5031705227077977,0.49105527862752985,0.5806451612903226,0.5330677290836653,0.6375476493011436,-0.01741220452929883,0.539502999143102,0.539502999143102,5835.0,,,,,,,,,,1
LSTM,Utilities,5,0.4963496143958869,0.4818010998411572,0.5761377854124996,0.527089316203462,0.6403430749682337,-0.03425546544878931,0.539502999143102,0.539502999143102,5835.0,0.008548733578478336,0.00515561664089967,0.03723171345051351,0.0030336449038394896,0.09181239879510662,0.004499205575980604,0.0,0.0,0.0,5
LogisticRegression,Basic Materials,1,0.4949974987493747,0.48958276882934415,0.5806853582554518,0.5149171270718232,0.6657142857142857,-0.030137574040589355,0.5252626313156579,0.5252626313156579,3998.0,,,,,,,,,,1
RandomForest,Basic Materials,1,0.5032516258129065,0.4990681920818907,0.5574866310160428,0.5238693467336684,0.5957142857142858,-0.0033980447413887046,0.5252626313156579,0.5252626313156579,3998.0,,,,,,,,,,1
XGBoost,Basic Materials,1,0.5030015007503752,0.49887626072557584,0.5509604519774012,0.5243010752688172,0.5804761904761905,-0.00226998584894898,0.5252626313156579,0.5252626313156579,3998.0,,,,,,,,,,1
LSTM,Basic Materials,1,0.4973986993496748,0.49900880626223093,0.3856631963159564,0.39999329628965274,0.5156190476190476,-0.014036792522683122,0.5252626313156579,0.5252626313156579,3998.0,0.02486801688231476,0.019656176278219143,0.35352914402444197,0.22654281801011486,0.4971078942276026,0.012453093068398462,0.0,0.0,0.0,5
LogisticRegression,Basic Materials,2,0.49892380542402065,0.49791667632757053,0.6082127229888926,0.489569222432945,0.802754331408263,0.019930151326207138,0.5154972018941024,0.4845027981058975,4646.0,,,,,,,,,,1
RandomForest,Basic Materials,2,0.4959104606112785,0.5020967716505491,0.5508247027234369,0.48464394195072563,0.6379386939138161,0.0003747351317517876,0.5154972018941024,0.4845027981058975,4646.0,,,,,,,,,,1
XGBoost,Basic Materials,2,0.4954799827808868,0.501480019550578,0.5499231950844854,0.4842746026378086,0.6361617059084851,-0.0006041663762224096,0.5154972018941024,0.4845027981058975,4646.0,,,,,,,,,,1
LSTM,Basic Materials,2,0.4965131295738269,0.5026071270574247,0.6197267410651792,0.48922059286114095,0.8540204353620613,0.01947039236010458,0.5154972018941024,0.4845027981058975,4646.0,0.009282014447637207,0.008073870009145558,0.027956288353584106,0.003977572383976321,0.11446522064480251,0.01233504805222408,0.0,0.0,0.0,5
LogisticRegression,Basic Materials,3,0.4972174657534247,0.4978599376926482,0.5353115727002967,0.5052277819268111,0.5692048801009676,-0.008224534863451994,0.5087756849315068,0.5087756849315068,4672.0,,,,,,,,,,1
RandomForest,Basic Materials,3,0.4993578767123288,0.49176815212599323,0.5225556235966524,0.507533703409992,0.5384938998737905,-0.0026907004032430664,0.5087756849315068,0.5087756849315068,4672.0,,,,,,,,,,1
XGBoost,Basic Materials,3,0.5042808219178082,0.4999171435039682,0.5298416565164433,0.5119654766575128,0.5490113588557005,0.006991480426835652,0.5087756849315068,0.5087756849315068,4672.0,,,,,,,,,,1
LSTM,Basic Materials,3,0.501583904109589,0.5014146463521603,0.5542000872354412,0.508300925683731,0.6165755153554902,-0.0010239607798765145,0.5087756849315068,0.5087756849315068,4672.0,0.0038515504252656057,0.005356503027666043,0.04200100354233429,0.002939597889686025,0.1048495608740569,0.006311637641038391,0.0,0.0,0.0,5
LogisticRegression,Basic Materials,4,0.4854180168502916,0.49363746784662266,0.541923076923077,0.4923130677847659,0.6026518391787853,-0.03248948883843092,0.5050766904298984,0.5050766904298984,4629.0,,,,,,,,,,1
RandomForest,Basic Materials,4,0.49902786779001945,0.5004563735284311,0.5306618093503339,0.5036496350364964,0.5607356715141146,-0.003235270349736384,0.5050766904298984,0.5050766904298984,4629.0,,,,,,,,,,1
XGBoost,Basic Materials,4,0.49557139771008857,0.49161034419282656,0.5327196317790674,0.5005641218503196,0.56928999144568,-0.010485816503188397,0.5050766904298984,0.5050766904298984,4629.0,,,,,,,,,,1
LSTM,Basic Materials,4,0.5009289263339815,0.4971561646925019,0.6073468803715649,0.5040053008808052,0.7709153122326775,-0.005731793936639735,0.5050766904298984,0.5050766904298984,4629.0,0.0037709349985905814,0.003949719581667016,0.03127347263033495,0.0026533109945893175,0.10526837110197124,0.010910966414849213,0.0,0.0,0.0,5
LogisticRegression,Basic Materials,5,0.5133299798792756,0.5143652149232398,0.5939139559286464,0.5242682474990737,0.6848983543078412,0.013532375155143942,0.5196177062374245,0.5196177062374245,3976.0,,,,,,,,,,1
RandomForest,Basic Materials,5,0.49346076458752514,0.49753450276985145,0.5283372365339578,0.5117967332123412,0.5459825750242013,-0.017458191693974338,0.5196177062374245,0.5196177062374245,3976.0,,,,,,,,,,1
XGBoost,Basic Materials,5,0.49899396378269617,0.4977543423059964,0.5416474919466175,0.5162280701754386,0.5696999031945789,-0.007866328966837045,0.5196177062374245,0.5196177062374245,3976.0,,,,,,,,,,1
LSTM,Basic Materials,5,0.5179074446680081,0.5214019300264061,0.5909596337324439,0.5281999272800377,0.6857696030977735,0.025030669404828093,0.5196177062374245,0.5196177062374245,3976.0,0.008724138184578983,0.008731953926981298,0.05458628786527567,0.005426237307153894,0.1521930084671641,0.015935542196574712,0.0,0.0,0.0,5
LogisticRegression,Real Estate,1,0.4838377599341157,0.5001816381808601,0.45653587686971603,0.5470129870129871,0.39174107142857145,-0.010455804699438296,0.5534280420012353,0.44657195799876465,4857.0,,,,,,,,,,1
RandomForest,Real Estate,1,0.5052501544163064,0.5091603787953632,0.5042294202599547,0.5660027790643817,0.45461309523809523,0.022627051041840544,0.5534280420012353,0.44657195799876465,4857.0,,,,,,,,,,1
XGBoost,Real Estate,1,0.5001029442042413,0.5108418612373488,0.4920502092050209,0.5621414913957935,0.4375,0.015245689862239464,0.5534280420012353,0.44657195799876465,4857.0,,,,,,,,,,1
LSTM,Real Estate,1,0.45530162651842704,0.5051917989417989,0.2132139854779187,0.5882065608018802,0.14613095238095236,-0.016046328984926028,0.5534280420012353,0.44657195799876465,4857.0,0.006545826849556281,0.003493056388240521,0.13574721186451189,0.13721087014683417,0.09815134561090343,0.021214905402109373,0.0,0.0,0.0,5
LogisticRegression,Real Estate,2,0.48465346534653464,0.5107732422620519,0.6395013274847051,0.48157162726008346,0.9515630367571282,0.010453906508382401,0.5196369636963696,0.48036303630363036,6060.0,,,,,,,,,,1
RandomForest,Real Estate,2,0.4966996699669967,0.5001355443849771,0.5769764216366158,0.483833449639451,0.7145310889728615,0.010853015899573137,0.5196369636963696,0.48036303630363036,6060.0,,,,,,,,,,1
XGBoost,Real Estate,2,0.4909240924092409,0.49576610613654437,0.584847261472211,0.48075221238938054,0.7464788732394366,0.0013345049647485588,0.5196369636963696,0.48036303630363036,6060.0,,,,,,,,,,1
LSTM,Real Estate,2,0.48217821782178216,0.5093986421998051,0.6413154764370711,0.4805521939539818,0.9637925111645483,0.00273035764553708,0.5196369636963696,0.4803630363036303,6060.0,0.0014713328795484407,0.004848490445051277,0.0036559658697503015,0.0009365245043561029,0.013190180155990331,0.008674857422845985,0.0,0.0,0.0,5
LogisticRegression,Real Estate,3,0.4992002559181062,0.4839842851971493,0.6027153914477859,0.508130081300813,0.7405675085749922,-0.016616271092657224,0.5129558541266794,0.5129558541266794,6252.0,,,,,,,,,,1
RandomForest,Real Estate,3,0.4883237364043506,0.47723248046785993,0.5401753629437976,0.5010666666666667,0.5859058309946991,-0.029120578402689928,0.5129558541266794,0.5129558541266794,6252.0,,,,,,,,,,1
XGBoost,Real Estate,3,0.4891234804862444,0.48179311164053595,0.5484874187164264,0.5016808895784847,0.6049267227938884,-0.028723272620347295,0.5129558541266794,0.5129558541266794,6252.0,,,,,,,,,,1
LSTM,Real Estate,3,0.5103966730646193,0.4876010451275765,0.6620533848879544,0.5124701514699367,0.9352042407234176,-0.003538200091676499,0.5129558541266794,0.5129558541266794,6252.0,0.0016851653475452252,0.011512095576747584,0.005634717250498787,0.0007830176441361361,0.02175072333731755,0.006137761759313682,0.0,0.0,0.0,5
LogisticRegression,Real Estate,4,0.5041626641050272,0.49437041584439445,0.6243784111582777,0.5150060024009604,0.7927317523868186,-0.01941376968461528,0.5198527057316683,0.5198527057316683,6246.0,,,,,,,,,,1
RandomForest,Real Estate,4,0.5003202049311559,0.49078560526232284,0.5390636538177522,0.5178774120317821,0.5620572836464429,-0.004498608201762918,0.5198527057316683,0.5198527057316683,6246.0,,,,,,,,,,1
XGBoost,Real Estate,4,0.48687159782260647,0.48148166214526084,0.5399741639156022,0.5056451612903226,0.5793039728980598,-0.03451011628819499,0.5198527057316683,0.5198527057316683,6246.0,,,,,,,,,,1
LSTM,Real Estate,4,0.5100224143451809,0.5065506282609551,0.6160977440723132,0.5196989638504591,0.7571912534647367,-0.00034598456917821565,0.5198527057316683,0.5198527057316683,6246.0,0.0049986851208237365,0.0039877998489904875,0.0129137316542736,0.0030426797076802243,0.03685606223156416,0.01023122477783605,0.0,0.0,0.0,5
LogisticRegression,Real Estate,5,0.5066448206808666,0.5020729616716973,0.6387629965342575,0.5108742004264393,0.8520625889046942,-0.005076905966884858,0.5119242672492262,0.5119242672492262,5493.0,,,,,,,,,,1
RandomForest,Real Estate,5,0.4997269251774986,0.49548041828514544,0.534395120298204,0.5103559870550162,0.5608108108108109,-0.003557783740105468,0.5119242672492262,0.5119242672492262,5493.0,,,,,,,,,,1
XGBoost,Real Estate,5,0.4966320771891498,0.49499726222620277,0.5493072534637327,0.5070719229611796,0.5992176386913229,-0.012012694855171592,0.5119242672492262,0.5119242672492262,5493.0,,,,,,,,,,1
LSTM,Real Estate,5,0.5111232477698889,0.5172135803130719,0.6296085026878335,0.5146655508862257,0.8190611664295876,0.007682591757798186,0.5119242672492262,0.5119242672492262,5493.0,0.0040084060278967075,0.00824303829519389,0.03130112181868511,0.005049792319791633,0.10630128728916713,0.014212613041925566,0.0,0.0,0.0,5
LogisticRegression,Energy,1,0.47608083908928117,0.48177153283021684,0.16815597075548336,0.5390625,0.09961501443695861,0.004940060139194991,0.5315937579943719,0.468406242005628,3909.0,,,,,,,,,,1
RandomForest,Energy,1,0.4878485546175492,0.5065401288576746,0.3798017348203222,0.5330434782608696,0.29499518768046196,0.0018756681626565176,0.5315937579943719,0.468406242005628,3909.0,,,,,,,,,,1
XGBoost,Energy,1,0.48017395753389613,0.49767111068124675,0.37783221065523576,0.5193602693602694,0.29692011549566893,-0.016199178796726606,0.5315937579943719,0.468406242005628,3909.0,,,,,,,,,,1
LSTM,Energy,1,0.4790995139421847,0.4787486549947987,0.21025449698234225,0.4096108214111031,0.22078922040423485,-0.003587915529665502,0.5315937579943719,0.468406242005628,3909.0,0.015186741580333656,0.02293014801511855,0.2925959027316149,0.42139847994073004,0.32403574133916163,0.018260715662153666,0.0,0.0,0.0,5
LogisticRegression,Energy,2,0.49688846337960746,0.4841398816738598,0.559698366149979,0.5253637436099096,0.5988346033168983,-0.02156002043568135,0.5339875538535185,0.5339875538535185,4178.0,,,,,,,,,,1
RandomForest,Energy,2,0.49569171852561034,0.4754929891336002,0.5353914002205071,0.5269097222222222,0.5441506051098163,-0.015732304593089042,0.5339875538535185,0.5339875538535185,4178.0,,,,,,,,,,1
XGBoost,Energy,2,0.5067017711823839,0.49819200291360677,0.5406730554936483,0.537677304964539,0.5437023756163155,0.008013562028706352,0.5339875538535185,0.5339875538535185,4178.0,,,,,,,,,,1
LSTM,Energy,2,0.5036381043561513,0.5036258243727723,0.5285552330169588,0.5359707957236038,0.5227252353204841,0.00449968613373784,0.5339875538535185,0.5339875538535185,4178.0,0.005647317109240637,0.005801767075191965,0.024957367532554998,0.0028371891048719396,0.04422891893319465,0.006014629122804319,0.0,0.0,0.0,5
LogisticRegression,Energy,3,0.4686320754716981,0.46464988978504135,0.598610368786745,0.48109965635738833,0.7920792079207921,-0.082693599844415,0.5002358490566038,0.5002358490566038,4240.0,,,,,,,,,,1
RandomForest,Energy,3,0.5028301886792453,0.4977002486873106,0.5224286361576801,0.5028347143480157,0.5436115040075437,0.005640698209948723,0.5002358490566038,0.5002358490566038,4240.0,,,,,,,,,,1
XGBoost,Energy,3,0.4995283018867924,0.49882665068232707,0.5342405618964003,0.4997946611909651,0.5737859500235738,-0.0010248598577719703,0.5002358490566038,0.5002358490566038,4240.0,,,,,,,,,,1
LSTM,Energy,3,0.4995754716981132,0.498966825152818,0.6174886807684482,0.5000442469707279,0.818010372465818,-0.003341500005377559,0.5002358490566038,0.5002358490566038,4240.0,0.007308276907476546,0.012486224920580168,0.03835993709439735,0.005178807079887023,0.13147791726341745,0.017521383653479005,0.0,0.0,0.0,5
LogisticRegression,Energy,4,0.522109626900046,0.4710540943955258,0.6571947794482075,0.534965034965035,0.8518201284796574,-0.01373590828566352,0.537770612620912,0.537770612620912,4342.0,,,,,,,,,,1
RandomForest,Energy,4,0.507830492860433,0.5128171314745287,0.5415146964170778,0.5425623387790198,0.5404710920770878,0.010323436062971451,0.537770612620912,0.537770612620912,4342.0,,,,,,,,,,1
XGBoost,Energy,4,0.5050667894979273,0.5047290585733658,0.5361536801208721,0.5404699738903395,0.5319057815845825,0.005740745171224508,0.537770612620912,0.537770612620912,4342.0,,,,,,,,,,1
LSTM,Energy,4,0.5266236757254721,0.49253473655908814,0.6614938627870149,0.5367890032295843,0.8745182012847966,-0.008395197067594486,0.537770612620912,0.537770612620912,4342.0,0.010411885374929541,0.0028588719094196718,0.04592723288282713,0.0012017388934276007,0.14267478107440543,0.006582374541305338,0.0,0.0,0.0,5
LogisticRegression,Energy,5,0.5225446428571429,0.5042148068570524,0.6769370185772542,0.5238429172510519,0.9564660691421255,0.007848656310909542,0.5229910714285714,0.5229910714285714,4480.0,,,,,,,,,,1
RandomForest,Energy,5,0.515625,0.5077373815930566,0.5575040783034257,0.5337758688012495,0.5834400341442595,0.024944160965581337,0.5229910714285714,0.5229910714285714,4480.0,,,,,,,,,,1
XGBoost,Energy,5,0.48995535714285715,0.4847575120466564,0.5441851186914024,0.5108614232209738,0.5821596244131455,-0.0294953909675548,0.5229910714285714,0.5229910714285714,4480.0,,,,,,,,,,1
LSTM,Energy,5,0.5221428571428571,0.5070895274227575,0.6838529068123527,0.5228270988159341,0.9882202304737516,-0.0016260060072381406,0.5229910714285714,0.5229910714285714,4480.0,0.0015971914124998288,0.01507672153261988,0.0017519340622312966,0.0007383255328054422,0.004843793754711435,0.013181007878289295,0.0,0.0,0.0,5
LogisticRegression,Communication Services,1,0.5022593764121103,0.5117780304626911,0.6373662551440329,0.5045608548345061,0.8650580875781948,-0.005552130283732252,0.5056484410302756,0.5056484410302756,4426.0,,,,,,,,,,1
RandomForest,Communication Services,1,0.5203343877089923,0.5194514967496768,0.5766699900299103,0.5207057976233346,0.646112600536193,0.03908265485472817,0.5056484410302756,0.5056484410302756,4426.0,,,,,,,,,,1
XGBoost,Communication Services,1,0.5135562584726615,0.5173617407812212,0.5624872993294046,0.5158404770778979,0.6184092940125112,0.025291832879583198,0.5056484410302756,0.5056484410302756,4426.0,,,,,,,,,,1
LSTM,Communication Services,1,0.5079530049706281,0.502133050043049,0.6628833313664392,0.5071145381935273,0.9570151921358356,0.015743321812394958,0.5056484410302756,0.5056484410302756,4426.0,0.001959284535804679,0.00412666055889638,0.006031292162107846,0.0009066588437351139,0.022447024556183973,0.011297579471362817,0.0,0.0,0.0,5
LogisticRegression,Communication Services,2,0.49505991170906033,0.49550799776090304,0.5872852233676976,0.48358800226372384,0.747594050743657,0.01031942520895257,0.5194450283792307,0.4805549716207694,4757.0,,,,,,,,,,1
RandomForest,Communication Services,2,0.4874921168803868,0.4920906664287361,0.5488527017024426,0.47562540089801153,0.6487314085739283,-0.013608690778337842,0.5194450283792307,0.4805549716207694,4757.0,,,,,,,,,,1
XGBoost,Communication Services,2,0.50977506832037,0.5121962445912391,0.5588346575860764,0.49233333333333335,0.6461067366579177,0.03080479334353649,0.5194450283792307,0.4805549716207694,4757.0,,,,,,,,,,1
LSTM,Communication Services,2,0.4901828883750262,0.5069105207458133,0.6062267485193527,0.48283329542383013,0.8285214348206473,0.0051852838053658675,0.5194450283792307,0.48055497162076943,4757.0,0.01171983039104852,0.004872603713893519,0.03867520978284045,0.0052378704054684925,0.14105932879435137,0.01882203287424801,0.0,0.0,0.0,5
LogisticRegression,Communication Services,3,0.5014938113529663,0.49939942403032955,0.551975450709628,0.5113717128642502,0.5995833333333334,-0.001943082851056599,0.5121638924455826,0.5121638924455826,4686.0,,,,,,,,,,1
RandomForest,Communication Services,3,0.5042680324370465,0.5042252661125692,0.520140466845693,0.5157722244981565,0.5245833333333333,0.0075273266642388766,0.5121638924455826,0.5121638924455826,4686.0,,,,,,,,,,1
XGBoost,Communication Services,3,0.5117370892018779,0.5066804279673374,0.5185185185185185,0.5238095238095238,0.5133333333333333,0.02338782426230645,0.5121638924455826,0.5121638924455826,4686.0,,,,,,,,,,1
LSTM,Communication Services,3,0.5066154502774222,0.5062229877515311,0.5119567294231321,0.5188422904580179,0.5105000000000001,0.013202523171824165,0.5121638924455826,0.5121638924455826,4686.0,0.003567702410862252,0.003037895191698638,0.04085355491854107,0.003784097332794528,0.07992911355973142,0.006506097106562392,0.0,0.0,0.0,5
LogisticRegression,Communication Services,4,0.519888196086863,0.5044218818237483,0.6162570888468809,0.5407117008443908,0.7163403915301638,0.008054560278101983,0.5381638357342508,0.5381638357342508,4651.0,,,,,,,,,,1
RandomForest,Communication Services,4,0.5112878950763277,0.5084728865398765,0.5373498880521067,0.5477178423236515,0.5273671594087096,0.019873387729148904,0.5381638357342508,0.5381638357342508,4651.0,,,,,,,,,,1
XGBoost,Communication Services,4,0.498602451085788,0.4900721554990622,0.5248573757131214,0.5355509355509356,0.5145825009988014,-0.005423432757655379,0.5381638357342508,0.5381638357342508,4651.0,,,,,,,,,,1
LSTM,Communication Services,4,0.5104708664803268,0.5119452746090166,0.5483582643313454,0.5441865361031271,0.5563723531761886,0.01351419170634328,0.5381638357342508,0.5381638357342508,4651.0,0.006691882555424291,0.00210643356336661,0.035496186126941845,0.0019846616920312856,0.07246514723728652,0.004726015591749773,0.0,0.0,0.0,5
LogisticRegression,Communication Services,5,0.5178376012256511,0.5095844168305906,0.6428918787485817,0.5226673695308381,0.8349473684210527,0.012665741208408852,0.5198073976800175,0.5198073976800175,4569.0,,,,,,,,,,1
RandomForest,Communication Services,5,0.505581089954038,0.509017032097107,0.5504477611940298,0.5218867924528302,0.5823157894736842,0.004890952408859761,0.5198073976800175,0.5198073976800175,4569.0,,,,,,,,,,1
XGBoost,Communication Services,5,0.5149923396804552,0.5131124118409058,0.5736821854559446,0.5281615302869288,0.6277894736842106,0.021262078805283458,0.5198073976800175,0.5198073976800175,4569.0,,,,,,,,,,1
LSTM,Communication Services,5,0.5121033048807179,0.5091816725039582,0.569418792396286,0.5258751073375623,0.6256842105263158,0.01551834869258025,0.5198073976800175,0.5198073976800175,4569.0,0.003962023641304296,0.004566777809594,0.03409444803873361,0.0018144482634594899,0.08330992099556983,0.004268756214828974,0.0,0.0,0.0,5
